id,text,label
25,对于看过恐怖游轮的我来说。。。就无悬念了。而且不讲粤语。。好奇怪,negative
26,没什么可解释的。豆瓣上综合评分2.6解释了一切。,negative
27,可以说很无聊了，节奏太拖拉了。而且没有想到那么早期就有这么丧的电影。弁士的配音还是很出戏的。。,negative
28,刚开场以为是科幻片，看到一半发现时喜剧片，结尾恍然大悟，原来这是海飞丝宣传片！,negative
29,乔黑拍的咩，只是片子看了两周了，我几乎无法说出其中的某段情节。。。,negative
30,我想我的欣赏水平实在有限，，，一部电影就两个人在这说话还不如去看脱口秀。,negative
31,只有行动，没有动机。不给钱的情况下杀这么多人，你是杀手集团做活动吗？,negative
32,被这部电影的人生观、世界观和变态观折服。。。青霞姐姐还是很漂亮的～,negative
33,此團伙已被商業二字坑得萬劫不復。我承認我今天真的是閒的。,negative
34,动物园探险记？好像看到动物也不多！真是前所未有看到的最烂的片。还是个大场，满场。唉。,negative
35,前面还真不错 越到后面越没有重点 就不行了 开始乱闹了。,negative
36,片子比较长，很多前戏并没有意义，高潮部分让人不明就里。,negative
37,虽然片子口碑不怎么样，但可能是觉得自己回不去了，看到电影中疯狂的他们，觉得很羡慕。,negative
38,美国网红成名记。奥布里·皮普尔斯真的好美！这才是真正的网红脸啊！,negative
39,第一次看印尼的电影，还是冲着苍老师去的。至于片子本身，不提也罢,negative
40,小时候看过的 快忘了.....只记得内女的一直跳一直勾引....,negative
41,两星半；成龙的滑稽样板戏，有几个用大摇臂交待环境的镜头尚可，打斗戏比他好的作品要弱不少,negative
42,个人拒斥该片以及跟此片有关系的参考片。牛逼就牛逼吧，不是一路人。,negative
43,个人对这种唠唠叨叨的嘻哈、口水、话唠剧厌恶，吵吵闹闹的头都快裂了。,negative
44,故事说了一半不到，演员演了一半不到，搞毛。裘德洛哈哈哈哈逃得了岁月喵。,negative
45,把猩猩换成任何一个相对落后的民族、部落、国家都行,negative
46,小学时候觉得可好看了呢！【600就给了这部电影我擦】,negative
47,原来长江7号是从这里出来的啊，不过也太恶搞了点吧，小鱼儿居然和花无缺结婚了～～～～～,negative
48,情节拖沓冗长 爱情发生的太突兀 结局很奇怪,negative
49,輕小說版本都已經是垃圾了，電影版又能好到哪去？台片沒救...,negative
50,完全是政治宣傳，也拍不出原作的嬉笑怒罵。,negative
51,我竟然看过这部电影，啊哈哈哈哈哈，烂到无可救药，我已然无力吐槽了！,negative
52,零分不能更多了。浪费两小时看了一群高颜值无病呻吟。,negative
53,"我还真不知道就这么见了两次面,就确定是爱了",negative
54,高超的表演和藝指和配樂。如果能有一絲高潮多好。,negative
55,生活环境非常像我小时候 但是全片过于松散 无法体会到到底想表达什么,negative
56,男主和女主的感情发展得太不寻常了。很多剧情都莫名其妙。,negative
57,为什么要给小王子安排结局。无语。降低了小王子的格调,negative
58,又是真实改编逃生电影。看多了总觉得没什么意思了。,negative
59,能欣赏这片子的当是艺术细菌很丰盛的人，什么生命力啦，什么隐喻啦，我不行，我只看到“神经病”···,negative
60,刘德华那会儿还是小崽儿，陈慧敏好容易导演一次还不拼命美化自己啊,negative
61,"连看三部大姨妈片,心情抑郁的时候需要这样的爆米花能量！主角丑，剧情烂…可是，好适合现在的心情",negative
62,也许是我不懂浪漫，可是看到男猪脚一副懵懂的深情样就觉得丫好欠揍啊,negative
63,这片儿就像三眼怪的那一身鼻涕一样，欧麦嘎！,negative
64,开场第一个镜头就奠定了烂片气质，跟拍桂纶镁一张了无生趣的脸好几分钟，不知道的还以为是蔡明亮的艺术片。,negative
65,女主角长得太像阿娇了 男主演技很一般。。。剧情很狗血,negative
66,开篇还是蛮吸引人的，但剧情铺太开了，收不回来，后面一地硬伤。,negative
67,真是没有最难看只有更难看，这也叫电影？还有金头发的女的你这么丑还出来吓人，我也是醉了,negative
68,最糙最滥最糟蹋“残酷青春”这四个字的电影。,negative
69,韩国全国都是棋神最后还是被中国萝莉打败了···,negative
70,真无聊，只记得尖叫，恐怖片非恐怖，116分钟,negative
71,我第一次，看电影。开始，不包场。到中间，包场了。,negative
72,怪侠里的马天宇和这个一比 进步神速啊。。慢慢来 小子,negative
73,国际章第一部电影～17岁也可以一点都不土的噢,negative
74,不公平地讲 我就是不喜欢。电影里只批判制度，只批判不公平，人物脸谱化，没有人性。,negative
75,不用看就知道很傻逼。。。广电总局能为小朋友的未来想想么，非要审美异常都教成弱智么。。。,negative
76,看在子华老师的份上 给个两星大家高兴一下,negative
77,影响了之后的很多版西游记，我敢打赌杨洁拍86央视版之前仔细研习过邵氏的这套。,negative
78,硬笑的感觉，功夫+食神的网大版。。只学到了周星驰的形式没学到人家的魂儿，还是歇了吧,negative
79,谁说看了就不想养猫了？我看完就更想养猫了...多有灵性啊,negative
80,解放自由性革命——二逼青年与学运的故事。看腻了这个调调的欧洲片儿。,negative
81,整部电影简直就是神经病啊！剧情太弱智了。,negative
82,的确很烂，田壮壮黔驴技穷了，怀念《蓝风筝》！,negative
83,这种荒诞又浪漫的怪奇片也就法国人能拍出来了吧……,negative
84,三观不正，再怎么套小清新的外壳都是没用的,negative
85,第一次看美国甜心的片子不是跳着看完的，但是这质量还不如那跳着看完的。((‵□′)) ,negative
86,《讨厌的女人》 （2017.4.10） 3,negative
87,实在觉得无聊，那几个砍手指的段子还行，要不是金城武真是看不下去了。,negative
88,说实在比人在囧途和泰囧差远了，全程无笑点无尿点，很无聊来着，包贝尔的演技以及人物看着都很尴尬,negative
89,选剧本之前敢不敢先补补脑，朱时茂大叔你是肿么了。,negative
90,拍战争三部曲的跟举起手来的一定不是一个冯小宁！,negative
91,没钱就别学别人拍片！什么鬼！！！#烂片总是惊人的相似#,negative
92,真丑  要悬念很悬念  我能看到结局真是强大,negative
93,ったく、いい歳なのにこんな恋愛映画見てどうすんの。,negative
94,小朋友那一小段真是纯真啊，音乐也很好，青春彷徨那段真是呛人啊,negative
95,"都说了好电影不要拍续集, 不要为了赚钱毁了传奇...",negative
96,乏味得有点过份，全是套路，看了一半去按摩了。,negative
97,或许我口味叼，这和《勇士》不是一个级别的的，不是考虑彭于晏在《寒战》中表现还不错我是不会看这片的。,negative
98,我以为要更好玩一些，男主双下巴可爱，英文口音好听，女主演得还行吧，说话声音好温柔，透着一股皇家气息,negative
99,这个也太假了吧，唯一的亮点是色即是空的男猪脚……,negative
100,爱情一旦变了就是变了，花瓶碎了再精湛的技艺也粘不回原样,negative
101,其实导演是用心的，只是一个影视专业的教授，学院派的老师完全没有把这个故事给我用镜头表达出来,negative
102,和 【我唾弃你的坟墓3】极度相似， 女主眼睛挺有特点的确实像个天使。,negative
103,按照套路不是应该祖贤和敏敏在一起吗？那个泡面头来干啥的!神烦,negative
104,女狼人最后有点恐怖，画面挺美的。一直觉得里面的女警官很美原来是莉芙泰勒。,negative
105,沒有任何人性元素，凸顯了導演人文意識和藝術修養的匱乏 ,negative
106,有些沉闷，某一段让我觉得像变态杀手的节奏，没什么能吸引人把它看完,negative
107,这一部就是传说中轰动全美的青春喜剧，同时也是80年代全美总票房第一。,negative
108,比起我对它的期待，它的呈现就成了个不能回头的噩梦。开头一段莫名其妙，最后又咋呼，简直了一出大戏。,negative
109,我只记得我看过，但不记得讲了些什么。。。,negative
110,恶搞电影自惊声叫笑系列之后便死无葬身之地,negative
111,应该只在网络播放吧，要真的是院线还不得亏死？小白的四川普通话还蛮萌的~~桥段不好笑，只是恶俗又冷,negative
112,国产的恐怖片果然是一点都不好看，最后都是不可能有鬼的,negative
113,贝松大叔你一旦下决心要商业起来，还真是商业得让人发指啊，连一部完整的电影都不让各位童鞋们好好看。,negative
114,投名状告诉我们兄弟是靠不住的，妃子笑告诉我们姐妹是靠不住的。,negative
115,本来是个不错的题材。可是就是被拍成这个恶心的样子了。,negative
116,有一段配乐，突兀而又没道理，和整部影片的节奏感觉完全不搭调···,negative
117,生命如草芥！特别是弱势群体，古今都如此！,negative
118,他有了风火轮 他也有了风火轮 大家都有了风火轮,negative
119,自从一流警察从楼上跳下来，这片子就一团糟,negative
120,一眼看去还以为是#无极#呢。原来不是啊。。。垃圾电影到了一定程度就无语了。。。。,negative
121,孩子们总是想不费吹灰之力的长大 尝试错误 长大 真的长大了最想抹去的也就是那个错误,negative
122,额额，叫兽也就弄弄搞笑电影的水平，真刀真枪神马的不是你的菜。。。。。,negative
123,爱情片包装的伪情色电影，男女主角欲脱不脱，男女配角为了脱而脱。。。,negative
124,恶搞了不少电影，可惜被恶搞的那些原片大多是些恶俗片,negative
125,黑色幽默/冷幽默到我看不懂。。。不是他的错，不是一个世界的。。。,negative
126,普通的犯罪片，揭示犯罪生态的程度属于点到为止,negative
127,段子低俗而且还不好笑，演员演技太过浮夸，纯粹卖肉的,negative
128,泰国鬼片也越做越烂了 虐杀不像虐杀片 鬼片不像鬼片 各种牵强各种假各种智商拙计。。。。,negative
129,发现这片儿是俞飞鸿自编自导的之后，我就释然了,negative
130,劳资抱恙，家里动作烂片就满天飞，也是热闹。,negative
131,太差劲了，我一开始还以为是冰雪奇缘的续集，原来不是,negative
132,要看活死人黎明的，结果误下了这部无厘头烂片。,negative
133,最崩溃的是，昴星出场不到两分钟就双双挂了啊啊啊啊啊！！！,negative
134,史蒂芬席格真的也有些年歲了，拍的片子都大同小異，連身手也沒那俐落了。,negative
135,典型的韩国商业片，剧情老套，而且对电影的价值观不认同。,negative
136,妈了个逼的的公司研究海外题材影视剧把这个任务摊给我了,negative
137,太过于假，有些片段还映射出中国现在的房地产。配乐超差，除了鼓掌那一段。,negative
138,5分电影  不是很好笑 笑点也没什么内涵   比较失望 只是一部普通的喜剧片,negative
139,我遙又被“日本女性”代表了，然后被“牺牲”了。,negative
140,我瞎了。什么烂片。矫情。好吧，我过了装逼的年纪了。,negative
141,本片集合了深作跟黑泽两个人的缺点。编剧惺惺作态，导演虚情假意，演员在做闹剧,negative
142,我觉得太粗糙了，甚至有些同时期的港产老恐怖拍得比这更好啊。,negative
143,全程没有字幕好不习惯啊，弄个外国演员也很奇怪啊,negative
144,姐就是爲了刷一星才來看這麼無聊的電影好嗎,negative
145,觉得很平淡，在背景为导演是希区柯克的情况下。,negative
146,这样的电影看多了，你会觉得天朝的电影真心是良心之作,negative
147,笑点并不搞笑 有点儿强行鸡汤的感觉 剧情设置也多有不合理之处,negative
148,和1 比起来..多了些人..就闹腾太多了...穿插爱情....亲情.....晕,negative
149,集七烂梗可以召唤出来一部《致我们终将到来的爱情》,negative
150,黄璐的演技是怎么吹出来的？成功打消去再看一次大导的《等待戈多》的念头。,negative
151,日本人对待战争的价值观很奇葩，他们不是爱好和平，而是害怕战败。,negative
152,这也算得上炼狱？北欧人民还真是舒服惯了。,negative
153,搞笑的好生硬，梗都好老，画风甚至有种乡村爱情即视感，看得人尴尬症都犯了,negative
154,定位系统那么差劲吗，应该在通卫星电话的时候就查到了，狙击手没有好好发挥作用，5分的电影，,negative
155,很少给二星，真的很烂！故事情节乱来也就算了，煽情部分也很假，哎。,negative
156,当时的宣传铺天盖地，真不明白官方为什么大肆鼓吹这样的作品，可能是为了反文革吧。,negative
157,开局没几分钟被人强制关掉：“两个二逼@&#×…”,negative
158,ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ-̫͡-ʕ•̫͡•ʔ*̫͡*ʔ-̫͡-ʔ，都什么乱七八糟的。,negative
159,灭托冲锋队！！！！！！！！！！！！！！！,negative
160,一群烂演员把山寨好莱坞的片子演砸了，看完了一直不明白导演想反映什么,negative
161,国语版真是受罪啊，大部分时间都是日本仔和女孩的对话，不如2来的欢乐。另外那结局是怎么回事？,negative
162,又一部流水账电影，真不明白为什么那么多人喜欢女主角,negative
163,再深的感情，也抵不过缘分的交错。爱情题材是好拍，台词各种段子。,negative
164,那个电脑女好看点。杀手不太冷的主角怎么这么胖了！,negative
165,看点只有美女啊~几个梗反复使用，但笑果真的一般般~,negative
166,我第一反应  这电影是拍来洗钱的吧。韩国黑道这么多。。。,negative
167,当时的人们觉得如何，我不知道。但现在的我真的欣赏不了。,negative
168,我晕啊，什么和什么啊~这是给哪个年龄段看的呀。。,negative
169,主演行头翻了不少，井柏然饰演的富二代很可爱。,negative
170,我只想知道，浅野忠信是怎么混进斯堪的纳维亚人的神界里去的？,negative
171,看了一下评论，可能原著没有这么烂。。。这个剧情好牵强啊,negative
172,能简单解决的事非要复杂化，这样的人还能当黑帮头子？,negative
173,邓家佳还是好好演爱情公寓吧 小身材还不错 不过和1中的杨幂比差点~~,negative
174,失败的翻拍之作，玛丽莲梦露的原版《热情似火》好看多了，不过梅艳芳的客串是亮点！,negative
175,希拉里的片子可以永远保持这么白痴般的年轻吗？,negative
176,华语恐怖片里连个养眼的妹子都没有，最后还一个人没死，差评,negative
177,嘛叫烂片，这就是。。。浪费时间，浪费钱，糟蹋演员，也折磨观众。。。,negative
178,史诗什么的被好莱坞盯上一般都是稳遭毒手，一颓到底的。,negative
179,阿尔帕西诺怎么也拍这么差的片子啊？！情节太狗血实在是贬低观众的智商啊！！！！！！！！！！,negative
180,两个锥子脸的玛丽苏爱情剧。看他们接吻心惊胆战的，生怕互相戳死。。黄立行果然是标配。。。,negative
181,优介这么好，你为什么不要？？？真的 这个编剧给差评。,negative
182,一个星都不想给。。实在有兴趣的同学可以试着尝试,negative
183,不要再对国产低配置电影抱有希望了。不要再知道是屎还想闻闻多臭了。,negative
184,弱鸡剧情及设定。唯一收获看到叔的演技了。,negative
185,吉尔伯特的余生伴随着那幅女主骑在马背上的画像度过……想想都悲催。完全无法理解剧中的三观！,negative
186,本人和他演的片子的幽默感觉不太像，现实反差很大。各种荤段子不好笑啊，文化差异吧。,negative
187,快进看完，科幻总要有点科幻片味道啊，本片全向人文靠啊,negative
188,掰手腕这件事真的不是拳击或是摔跤能撑两个小时呢。故事太水了，大叔约个人撑得太不容易了。,negative
189,从绝无神死掉之后，我就坐立不安直想走，但是居然还有一大半！,negative
190,字幕表一出，观众们便迫不及待地起身离场，一如坦桑尼亚的塞伦盖蒂大草原上，追随着雨季进行大迁徙的角马。,negative
191,主角光环大到飞起。有勇无谋，最后还不是被阿富汗人救啦。,negative
192,居然连吻戏都没有！不过青梅竹马的爱情还是印象深刻！还有男主变身那猥琐至极的屌丝范儿！,negative
193,何润东神马的我妈要看的。。看完之后觉得真是极度无聊！纯属上来吐个槽,negative
194,叙事主线不清晰，人物性格的刻画也简单粗糙了点。,negative
195,是国内今年初最好的，但拍得不好，在学科恩兄弟，节奏剪辑上也有不少需要改进的地方,negative
196,这根本就算不得恐怖片，看在第三个故事的份儿上多给一颗星吧,negative
197,这剧情的牵强和白痴的程度实在是绝了   ,negative
198,妈妈专业户演得很用力，编剧乱七八糟，烂片一部，鉴定完毕,negative
199,要不是看在我的第一部午夜场，一颗星也不给！,negative
200,其实只係嚟睇子华神，不过套戏真係令人无语……,negative
201,非常无聊，一点都不好看，完全没有笑点。几个男女演员都很丑。崔成国也老了。,negative
202,电影所要表达的观点我不能认同，金钱社会，其他都是浮云,negative
203,谢霆锋 陈奕迅 张智霖 林心如 不評但我在戲院看的,negative
204,有乱伦来降低师生恋的不堪，看完后，果真是三观尽失。类似的情况，男主像英雄，儿媳像婊子。什么狗屁片子,negative
205,冲着王婷来的，不过话又说回来，兄弟是一起喝酒吃肉一起担当的,negative
206,爱情重要吗？不重要吗？你要吗？能要吗？要得起吗？,negative
207,千万别浪费时间看这部吸毒张给他包养的小丫磨的豆渣！！,negative
208,？？？明明养豪猪的妹子可爱好看多了？？？我还一直以为做作又抓马的爱情只在好看的人中间发生呢？！,negative
209,花了两个小时讲了个预告片的内容不过考虑到是三部曲可以理解不过我是不会找剩下那两部曲来看的。,negative
210,没多大的意思。肤浅的主题，拖沓的节奏，懒散的结构。,negative
211,多线索、非线性叙事都快被玩烂了！庸常、无聊。这种网大质感的片子，就不要进影院骗钱了。,negative
212,剧情吵闹无聊，除了技术当时看牛逼，罗杰他老婆好看以外，没别的了,negative
213,就一堆煞笔～一堆富二代脑残～还装残酷青春～一堆有钱煞笔的过家家,negative
214,看都看不完，实在不知道拍的意义是什么。。。。,negative
215,王力宏很帅，这不太像是一部电影，像童话故事或者别的什么,negative
216,胡搞搞得 建立一个世界就要有一套体系 而不是随便套个乱七八糟的模式,negative
217,古天乐大帅哥怎么变橘色了…可以不给星吗？好吧，一颗给自己，中途没有退场。。。,negative
218,某人不说暗话，五分钟内我要知道在哪里可以买到木屋里唱歌的那条鱼。,negative
219,为了悬疑牺牲情色，偏偏又不懂悬疑叙事【4】,negative
220,感觉这不像德尼罗主演像是客串 真的没啥内容没啥形式做个样子。,negative
221,一句话：难看到家了！！唯唯诺诺的讲，实在胆小鬼，那么何必要拍呢！！,negative
222,原著浓浓的迷幻感，硬是拍出了土鳖气。（应该找加斯帕·诺来拍）,negative
223,德国人真的是这样搞笑的么 还有 他们长的真不好看！！,negative
224,我对国产片是次次明知失望，都还忍不住看，然后还是次次失望。这种感觉这么类似呢,negative
225,在伦敦看着宣传火爆就看了。没有看过电视剧，没有情怀吧。所以一般。,negative
226,四郎？四郎？四郎是你吗？你回来了？四郎你怎么不叫朕嬛嬛了？,negative
227,利晴天如果不是本色出演的话也太精彩了吧。,negative
228,不建议看。没剧情，吓人手段老套到让人发困。基本上看了前一个镜头就能猜到接下来的桥段。,negative
229,美国又一部欺负全世界人民智商的电影，有种编到结尾编不下去便开始拼凑镜头的嫌疑。,negative
230,题材是猎奇的，手法是拙劣的。导演极速的拼凑所谓的感人元素，忘了支撑人物，忘了推进故事。总之，很差。,negative
231,没笑出来，浮夸风也是一种风格的话，这可以五星了,negative
232,"蛋疼的翻译,那年代想出这样的题材也不容易..但是都花在君男美女上来,怪物效果大大折扣",negative
233,看的人头大，整部电影中充满了傻笑和冷场。,negative
234,舞蹈不是很出彩啊。为了宝儿勾勾手指的动作加一星。,negative
235,枯燥，观影过程异常痛苦，几乎睡了大半个钟头,negative
236,剧情俗套，男主杀马特。居然有人加悬疑标签？脑容量得多小？,negative
237,烂得不行，主人公的性格看着恶心。见过最烂的美式喜剧（？）。,negative
238,5分，整个节奏比较混乱，特效设计难以恭维,negative
239,一群人围着背景电影居然可以这么投入，我还纳闷王晶怎么会沉浸于搞这些神经质的桥段，原来是韦家辉的。,negative
240,东航的机上娱乐电影资源都是啥片啊。。。。,negative
241,牛田麻希15岁时的青春日记，日本女子中学的真实反映。漫画水准未知，电影够残。,negative
242,和其他的阿满一样，主角固执、简单，甚至有些呆傻，这些似乎是高尚道德的显性表现。情节也是一贯的简单。,negative
243,一秒钟纯情男变电锯杀人狂。脸上肉都没了，喊起来还这么带劲张合有度？,negative
244,一星给郑恺，看完发现自己真的不喜欢倪妮。,negative
245,有收藏电影的习惯，但是看完这个就把它从电脑里删了。书很好，电影却很糟~,negative
246,对，我看了这部烂片，烂到飞起。印度版的《神话》。,negative
247,实在不喜欢邓丽欣的演技，没办法，其他都还不错,negative
248,毫无疑问的烂片！以催泪为目的的催泪片，也敢说感人？,negative
249,搞半天也没搞出什么意思~其实题材还行，但是导演功力真心很差~,negative
250,诶。。这片子06年初就上映了么，怎么感觉在永华没看过多久呢....老了老了....,negative
251,为什么会有一个这样丑而且碍事的女主角，制片方怎么想的。,negative
252,男主不帅，女主不美，剧情无新意还淫荡，毫无看点,negative
253,挂羊头卖狗肉，又臭又长。据说是在追求所谓的“内涵”？那恐怕我这种俗人真不懂得欣赏了。,negative
254,给了一个完美结局，故事确实太假，不过还是有点教育意义,negative
255,又是梦！捏气泡纸的桥段很妙。人总还是会被同一块石头绊倒。弯弯小清新好累,negative
256,回加飞机上百无聊赖看的片子之一，按快进按得我手都抽筋了,negative
257,导演的脑洞也穿越黑洞了。不明不白的变异，好像成了90'的烂片标志之一了。,negative
258,节奏太慢。开头觉得氛围很末日，看到后面则完全失去了耐心。,negative
259,女主角长得挺好看，但乳房太小了，情色戏摄影不到位。,negative
260,完全不可理喻的一集，各种想凸显高大上的没用展示，人物性格都完全出于混乱状。自娱自乐。,negative
261,我去 ！志愿军出场真的吓到了！！！！简直惊悚呀！！！,negative
262,又臭又长。神犬亮了 。本斯蒂勒和亚当桑德勒我永远分不清,negative
263,说实话，这绝对是一部粉丝电影。我猜上映后5分没有。,negative
264,要不是为了陈柏霖 我犯得着费那个时间嘛 王珞丹真是恶心,negative
265,部分情节还是能看滴，不然就一颗星了，业余,negative
266,武打动作实在太假，我就知道不能一看到三个能打的女孩就幻想有看霹雳娇娃的兴奋度。两颗星给她们的性感,negative
267,終於發現了一部自己看過的4。0以下的爛片,negative
268,前面鋪陳太久了，有點疲乏想睡，男的帥女的美，看看就好，因為一般人應該沒有那麼正義。,negative
269,画面那么好看那么文艺那么梦幻但是他妈逼这故事到底讲了啥！囧！完全没有看懂！,negative
270,私人订制下成这个 结果我还看完了，，实在是无语 没什么好说的了,negative
271,_(:з」∠)_ 看完会胃痉挛，别难为自己，人生已经够艰难了……,negative
272,不关你是抱着看料理的愿望还是励志，都会让你大失所望。打发时间的剧而已。,negative
273,狗血中带着治愈，妈妈的演技和结局都太生硬，但能重头看到尾两星半,negative
274,跟＜穆赫兰道＞差很多，看到一半，后面的剧情根本就不吸引我了，所以即使看到结尾，也觉得无聊。,negative
275,一场闹剧，又不好笑又无营养，菊花变成向日葵,negative
276,想展现女性的多元情欲和男主活好，就不要在性爱过程中以男性阴茎为中心，一点都没有说服力,negative
277,完全比不上第一部了，吴彦祖在里面气场全面下降,negative
278,看了这个，我真心觉得还珠格格拍的好深奥啊！！！,negative
279,凡出现脑残大本营里面任何一位的电影，必属烂片！！！,negative
280,极端自恋下浮躁、浅表、哗众取宠的叙事……,negative
281,对白太没营养 剧中女演员清一色的俗气 导演想表达的东西没有表达好,negative
282,这海报看起来怎么那么别扭？嗯？头大脖子短，小孩子的身体安个大人的头？,negative
283,大怪物都没出现就完了！还搞那么史诗的配乐！吓唬谁啊。,negative
284,戏剧化方式呈现的老年失意生活，剧作基本没有真正出彩的地方。★★,negative
285,猫头鹰的造型不算讨喜，剧情也比较俗套，男主鸟兄弟反目，很像太极张三丰里的君宝和天宝。,negative
286,剧中所有爱恨情仇都莫名其妙！只是，她流泪的样子很像她.,negative
287,标榜惊悚片，但真心太套路，而且气氛做的也不够，唯一亮点是超模女主，没了。。,negative
288,因为网上的小说比较火，因此下载了看，但很后悔！真的是烂片,negative
289,什么垃圾故事？你把我童年的美好回忆都给毁了,negative
290,知道你们喜欢黑暗，但是全程乌漆墨黑的让人都看不清画面，请问是想闹哪样,negative
291,特地来给圈钱的滥片打一星。。。幸亏没有我费曼和吴妈。。。,negative
292,这套路已经没有新意，玩烂了，片子难看得要死,negative
293,不知道讲的是个啥啊，唯一的看点终于看到一美对着比他矮的英国男星喷口水了。,negative
294,原来是和坎特伯雷故事一个导演，原来如此，实在看不下去,negative
295,等待一生的纯真感情、和妈妈在电影院看得略显无聊、只是刚刚去完鸟巢水立方可以温习下、,negative
296,编剧，导演都是傻的吗？全片没有任何逻辑可言！,negative
297,郑秀文老归老，气质超好的！两个那么好的演员要谨慎挑电影才行啊！,negative
298,女主的幻象写的太多了吧，结局就这样完了？比较无聊，情节不跌宕起伏,negative
299,已经俗套成流水账电影，该哭时就哭，演技的突破也无法为电影带来一点惊艳…,negative
300,对剧情真没啥想法，随便看看不要脑子记镜头,negative
301,续集不好拍，因为观众的期待值会很高。没有进步就是退步，在我看来几乎毫无笑点。就在第三集完了后解脱吧。,negative
302,除了凯瑟琳 其余没什么可看的～ 剧本很烂～,negative
303,能再幼稚点么……枉我喜欢赛车才来看的……结果赛车的元素也搞这么烂,negative
304,真是不知道你们在搞什么，王宝强的怎么会拍这种电影。,negative
305,1940年代的智利物质丰富到那种地步的话，您就别咸吃萝卜淡操心了,negative
306,夏天是电影中一只猫的名字，猫尾巴？自得其乐？没有看懂,negative
307,= =不知道为咩，总觉得玩具会动好恐怖啊。而且……眼神猥琐。←童趣已经死光光了。,negative
308,这部片子我感觉突出父亲的责任大于贫民窟黑帮的战斗了，不知所云。,negative
309,墨西哥电影？他们长得不太一样 思路也不太一样呢结尾怎么要经历不理解父亲才多年和好呢 ,negative
310,本来挺喜欢吴佩慈的，但是这部让我呕。。。,negative
311,整个片子传达的价值观都是狗屎。而且女主角那么丑，这种万人迷似的氛围好可怕……,negative
312,"太失望了,只能说这种根本就不配拍成电影出来卖,剧情松散味同嚼蜡,说是励志但明明阴暗面更多,太差了",negative
313,讲真，吸血鬼工作效率真能比活人高吗？还有，给吸血鬼发工资要发血浆吗？,negative
314,这种片竟然也能下到高清的。。之所以没给1星，纯粹是不明觉厉罢了。。,negative
315,多年以后，人们会在地球上发现外星人，会在宇宙中发现外星文明，会在时间裂缝中发现卓一航和练霓裳。,negative
316,主角不死无下限了，全片都在崩溃丫怎么还不死,negative
317,从开始一直哔哔哔哔到结尾，我是真的被催眠了,negative
318,本片真挺恶俗的，失望。唯独那老头吃着各种肉的时候说了一句：我们崇尚和追求自由，但是不能不真实。,negative
319,尼玛老郭就不能出个正常智商不脑残的影视剧，你就这么恨岳云鹏想他影视路走死跟你一块臭大街？,negative
320,海报让人以为是恐怖片，看完后发现是部让人有一种变态的爽感的悲剧,negative
321,没看过这么差的电影，加拿大在这方面好像一点也没得到美国的真传,negative
322,没劲，勉强看了30分钟，倒到最后看了个结局！,negative
323,能把一个爱自杀的诗人拍得这么无聊真是不简单,negative
324,台湾方言直接听不懂，笑点也没有，最后是模仿大木的《不能说的秘密》吗？,negative
325,桃花灿烂你还能再烂点吗？整个就是精神分裂 磨磨唧唧的不说明白谁跟你啊 没劲死了 烂烂烂,negative
326,蓝色是忧郁的颜色，片子演技有些过了，没看完，看不下去,negative
