id,text,label
128,泰国 鬼片 也 越做越 烂 了     虐杀 不 像 虐杀 片     鬼片 不 像 鬼片     各种 牵强 各种 假 各种 智商 拙计 。。。。,0
129,发现 这 片儿 是 俞飞鸿 飞鸿 自编 自导 的 之后 ， 我 就 释然 了,0
130,劳资 抱恙 ， 家里 动作 烂片 就 满天 满天飞 ， 也 是 热闹 。,0
131,太差 差劲 了 ， 我 一开 开始 还以 以为 是 冰雪 奇缘 的 续集 ， 原来 不是,0
132,要 看 活死人 黎明 的 ， 结果 误下 了 这部 无厘头 烂片 。,0
133,最 崩溃 的 是 ， 昴 星 出场 不到 两分 两分钟 分钟 就 双双 挂 了 啊啊啊 啊啊啊 啊啊啊 ！！！,0
134,史蒂芬 席 格 真的 也 有些 年 歲 了 ， 拍 的 片子 都 大同 小 異 ， 連 身手 也 沒 那 俐落 了 。,0
135,典型 的 韩国 国商 商业 商业片 ， 剧情 老套 ， 而且 对 电影 的 价值 价值观 不 认同 。,0
136,妈 了 个 逼 的 的 公司 研究 海外 题材 影视 影视剧 把 这个 任务 摊 给 我 了,0
137,太 过于 假 ， 有些 片段 还 映射 射出 中国 现在 的 房地 房地产 地产 。 配乐 超 差 ， 除了 鼓掌 那 一段 。,0
138,5 分 电影        不是 很 好笑     笑 点 也 没什么 什么 内涵           比较 失望     只是 一部 普通 的 喜剧 喜剧片,0
139,我 遙 又 被 “ 日本 女性 ” 代表 了 ， 然后 被 “ 牺牲 ” 了 。,0
140,我 瞎 了 。 什么 烂片 。 矫情 。 好 吧 ， 我 过 了 装 逼 的 年纪 了 。,0
141,本片 集合 了 深 作 跟 黑 泽 两个 个人 的 缺点 。 编剧 惺惺 惺惺作态 作态 ， 导演 虚情 虚情假意 假意 ， 演员 在 做 闹剧,0
142,我 觉得 太粗 粗糙 了 ， 甚至 有些 同时 时期 的 港产 老 恐怖 拍得 比 这 更好 啊 。,0
143,全程 没有 字幕 好 不 习惯 啊 ， 弄 个 外国 演员 也 很 奇怪 啊,0
144,姐 就是 爲 了 刷 一 星 才 來 看 這 麼 無 聊 的 電 影 好 嗎,0
145,觉得 很 平淡 ， 在 背景 为 导演 是 希区柯克 区柯克 的 情况 下 。,0
146,这样 的 电影 看 多 了 ， 你 会 觉得 天朝 的 电影 真心 是 良心 之 作,0
147,笑 点 并 不 搞笑     有点 有点儿 点儿 强行 鸡汤 的 感觉     剧情 设置 也 多 有 不合 不合理 合理 之处,0
148,和 1     比起 起来 . . 多 了 些 人 . . 就 闹腾 太多 了 . . . 穿插 爱情 . . . . 亲情 . . . . . 晕,0
149,集 七 烂 梗 可以 召唤 唤出 出来 一部 《 致 我们 终将 到来 的 爱情 》,0
150,黄 璐 的 演技 是 怎么 吹出 吹出来 出来 的 ？ 成功 打消 消去 再 看 一次 大 导 的 《 等待 戈多 》 的 念头 。,0
151,日本 本人 对待 待战 战争 的 价值 价值观 很 奇葩 ， 他们 不是 爱好 爱好和平 和平 ， 而是 害怕 战败 。,0
152,这 也 算得 上 炼狱 ？ 北欧 欧人 人民 还 真是 舒服 惯 了 。,0
153,搞笑 的 好生 生硬 ， 梗 都 好 老 ， 画风 甚至 有种 乡村 爱情 即 视 感 ， 看得 看得人 尴尬 症 都 犯 了,0
154,定位 定位系统 系统 那么 差劲 吗 ， 应该 在 通 卫星 卫星电话 电话 的 时候 就 查到 了 ， 狙击 狙击手 没有 好好 发挥 发挥作用 作用 ， 5 分 的 电影 ，,0
155,很少 给 二星 ， 真的 很烂 ！ 故事 故事情节 事情 情节 乱来 也 就算 算了 ， 煽情 部分 也 很 假 ， 哎 。,0
156,当时 的 宣传 铺天盖地 ， 真不 不明 明白 官方 方为 为什么 什么 大肆 鼓吹 这样 的 作品 ， 可能 是 为了 反 文革 吧 。,0
157,开局 没 几分 几分钟 分钟 被 人 强制 关掉 ：“ 两个 二 逼 @ & # ×…”,0
158,ʕ•̫͡•ʕ*̫͡*ʕ•͓͡•ʔ - ̫͡ - ʕ•̫͡•ʔ*̫͡*ʔ - ̫͡ - ʔ， 都 什么 乱七八糟 七八 糟 的 。,0
159,灭 托 冲锋 冲锋队 ！！！！！！！！！！！！！！！,0
160,一群 烂 演员 把 山寨 好莱坞 的 片子 演 砸 了 ， 看完 了 一直 不明 明白 导演 想 反映 什么,0
161,国语 国语版 真是 受罪 啊 ， 大部 大部分 部分 分时 时间 都 是 日本 仔 和 女孩 的 对话 ， 不如 2 来 的 欢乐 。 另外 那 结局 是 怎么 怎么回事 回事 ？,0
162,又 一部 流水 流水账 电影 ， 真不 不明 明白 为什么 什么 那么 多 人 喜欢 女主角 主角,0
163,再 深 的 感情 ， 也 抵不过 不过 缘分 的 交错 。 爱情 题材 是 好 拍 ， 台词 各种 段子 。,0
164,那个 电脑 女 好看 看点 。 杀手 不 太冷 的 主角 怎么 这么 胖 了 ！,0
165,看点 只有 美女 啊 ~ 几个 梗 反复 使用 ， 但 笑 果真 真的 一般 一般般 般般 ~,0
166,我 第一 反应        这 电影 是 拍 来 洗钱 的 吧 。 韩国 黑道 这么 多 。。。,0
167,当时 的 人们 觉得 如何 ， 我 不知 知道 。 但 现在 的 我 真的 欣赏 不了 。,0
168,我 晕 啊 ， 什么 和 什么 啊 ~ 这 是 给 哪个 年龄 年龄段 看 的 呀 。。,0
169,主演 行头 翻 了 不少 ， 井 柏 然 饰演 的 富 二代 很 可爱 。,0
170,我 只 想 知道 ， 浅 野 忠信 是 怎么 混进 斯堪的纳 斯堪的纳维亚 纳维亚 维亚 人 的 神界 里 去 的 ？,0
171,看 了 一下 评论 ， 可能 原著 没有 这么 烂 。。。 这个 剧情 好 牵强 啊,0
172,能 简单 解决 的 事 非要 复杂 复杂化 ， 这样 的 人 还 能 当 黑帮 头子 ？,0
173,邓 家 佳 还是 好好 演 爱情 公寓 吧     小 身材 还 不错     不过 和 1 中 的 杨 幂 比 差点 ~~,0
174,失败 的 翻拍 之 作 ， 玛丽 玛丽莲 玛丽莲梦 梦露 的 原版 《 热情 似火 》 好看 多 了 ， 不过 梅艳芳 的 客串 是 亮点 ！,0
175,希拉 希拉里 拉里 的 片子 可以 永远 保持 这么 白痴 白痴般 般的 年轻 吗 ？,0
176,华语 恐怖 恐怖片 里 连个 养眼 的 妹子 都 没有 ， 最后 还 一个 个人 没死 ， 差 评,0
177,嘛 叫 烂片 ， 这 就是 。。。 浪费 浪费时间 费时 费时间 时间 ， 浪费 费钱 ， 糟蹋 演员 ， 也 折磨 观众 。。。,0
178,史诗 什么 的 被 好莱坞 盯上 一般 都 是 稳 遭 毒手 ， 一 颓 到底 的 。,0
179,阿尔帕 帕西 帕西诺 怎么 也 拍 这么 差 的 片子 啊 ？！ 情节 太 狗血 实在 是 贬低 观众 的 智商 啊 ！！！！！！！！！！,0
180,两个 锥子 脸 的 玛丽 苏 爱情 剧 。 看 他们 接吻 心惊 心惊胆战 的 ， 生怕 互相 戳 死 。。 黄立行 果然 是 标配 。。。,0
181,优 介 这么 好 ， 你 为什么 什么 不要 ？？？ 真的     这个 编剧 给 差 评 。,0
182,一个 星 都 不想 给 。。 实在 有 兴趣 的 同学 可以 试 着 尝试,0
183,不要 再 对 国产 低 配置 电影 抱有 希望 了 。 不要 再 知道 是 屎 还 想 闻闻 多臭 了 。,0
184,弱 鸡 剧情 及 设定 。 唯一 收获 看到 叔 的 演技 了 。,0
185,吉尔伯 吉尔伯特 的 余生 伴随 随着 那幅 女 主 骑 在 马背 马背上 背上 的 画像 度过 …… 想想 都 悲 催 。 完全 无法 法理 理解 剧中 的 三观 ！,0
186,本人 和 他 演 的 片子 的 幽默 幽默感 感觉 不 太 像 ， 现实 反差 很大 。 各种 荤段子 段子 不好 好笑 啊 ， 文化 文化差异 差异 吧 。,0
187,快 进 看完 ， 科幻 总要 有点 科幻 科幻片 味道 啊 ， 本片 全向 人文 靠 啊,0
188,掰 手腕 这件 事 真的 不是 拳击 或是 摔跤 能 撑 两个 小时 呢 。 故事 太水 了 ， 大叔 约 个人 撑得 太不容易 不容 容易 了 。,0
189,从 绝无 无神 死掉 之后 ， 我 就 坐立 坐立不安 不安 直 想 走 ， 但是 居然 还有 一大 一大半 大半 ！,0
190,字幕 表 一出 ， 观众 观众们 便 迫不及待 不及 待 地 起身 离场 ， 一如 坦桑 坦桑尼亚 尼亚 的 塞伦盖蒂 盖蒂 大 草原 上 ， 追随 追随着 随着 雨季 进行 大 迁徙 的 角马 。,0
191,主角 光环 大 到 飞起 。 有勇无谋 ， 最后 还 不是 被 阿富汗 阿富汗人 救 啦 。,0
192,居然 连 吻 戏 都 没有 ！ 不过 青梅 青梅竹马 竹马 的 爱情 还是 印象 深刻 ！ 还有 男 主 变身 那 猥琐 至极 的 屌丝 范 儿 ！,0
193,何润东 神马 的 我 妈 要 看 的 。。 看完 之后 觉得 真是 极度 无聊 ！ 纯属 上来 吐 个 槽,0
194,叙事 事主 主线 不 清晰 ， 人物 人物性格 物性 性格 的 刻画 也 简单 粗糙 了 点 。,0
195,是 国内 今年 今年初 年初 最好 的 ， 但 拍得 不好 ， 在 学科 科恩 兄弟 ， 节奏 剪辑 上 也 有 不少 需要 改进 的 地方,0
196,这根 根本 就算 算不得 不得 恐怖 恐怖片 ， 看 在 第三 第三个 三个 故事 的 份儿 上 多 给 一颗 星 吧,0
197,这 剧情 的 牵强 和 白痴 的 程度 实在 是 绝 了          ,0
198,妈妈 专业 专业户 业户 演得 很 用力 ， 编剧 乱七八糟 七八 糟 ， 烂片 一部 ， 鉴定 完毕,0
199,要不是 不是 看 在 我 的 第一 第一部 一部 午夜 夜场 ， 一颗 星 也 不 给 ！,0
200,其实 只 係 嚟 睇 子 华 神 ， 不过 套 戏 真 係 令人 无语 ……,0
201,非常 无聊 ， 一点 都 不好 好看 ， 完全 没有 笑 点 。 几个 男女 女演员 演员 都 很丑 。 崔 成 国 也 老 了 。,0
202,电影 所要 表达 的 观点 我 不能 认同 ， 金钱 社会 ， 其他 都 是 浮云,0
203,谢霆锋     陈 奕 迅     张智霖     林心如     不 評 但 我 在 戲 院 看 的,0
204,有 乱伦 来 降低 师生 师生恋 的 不堪 ， 看完 后 ， 果真 真是 三观 尽失 。 类似 似的 情况 ， 男 主 像 英雄 ， 儿媳 像 婊子 。 什么 狗屁 片子,0
205,冲着 王 婷 来 的 ， 不过 过话 又 说 回来 ， 兄弟 是 一起 喝酒 吃 肉 一起 担当 的,0
206,爱情 重要 吗 ？ 不重 重要 吗 ？ 你 要 吗 ？ 能 要 吗 ？ 要 得 起 吗 ？,0
207,千万 千万别 浪费 浪费时间 费时 费时间 时间 看 这部 吸毒 张 给 他 包养 的 小 丫 磨 的 豆渣 ！！,0
208,？？？ 明明 养 豪猪 的 妹子 可爱 爱好 好看 多 了 ？？？ 我 还 一直 以为 做作 又 抓 马 的 爱情 只 在 好看 的 人 中间 发生 呢 ？！,0
209,花 了 两个 小时 讲 了 个 预告 预告片 的 内容 不过 考虑 到 是 三部 三部曲 可以 理解 不过 我 是 不会 找 剩下 那 两部 曲 来看 的 。,0
210,没 多 大 的 意思 。 肤浅 的 主题 ， 拖沓 的 节奏 ， 懒散 的 结构 。,0
211,多线 线索 、 非线性 线性 叙事 都 快 被 玩 烂 了 ！ 庸常 、 无聊 。 这种 网 大 质感 的 片子 ， 就 不要 进影院 影院 骗钱 了 。,0
212,剧情 吵闹 无聊 ， 除了 技术 当时 看 牛 逼 ， 罗杰 他 老婆 好看 以外 ， 没 别的 了,0
213,就 一堆 煞笔 ～ 一堆 富 二代 脑 残 ～ 还 装 残酷 青春 ～ 一堆 堆有 有钱 煞笔 的 过家家 家家,0
214,看 都 看不完 ， 实在 不知 知道 拍 的 意义 是 什么 。。。。,0
215,王力宏 很 帅 ， 这 不 太 像是 一部 电影 ， 像 童话 童话故事 故事 或者 别的 什么,0
216,胡搞 搞搞 得     建立 一个 世界 就要 有 一套 体系     而 不是 随便 套 个 乱七八糟 七八 糟 的 模式,0
217,古天乐 天乐 大帅 帅哥 怎么 变 橘色 了 … 可以 不 给 星 吗 ？ 好 吧 ， 一颗 给 自己 ， 中途 没有 退场 。。。,0
218,某人 不 说 暗话 ， 五分 五分钟 分钟 内 我 要 知道 在 哪里 可以 买到 木屋 屋里 唱歌 的 那条 条鱼 。,0
219,为了 悬疑 牺牲 情色 ， 偏偏 又 不 懂 悬疑 叙事 【 4 】,0
220,感觉 这 不 像 德尼罗 尼罗 主演 像是 客串     真的 没 啥 内容 没 啥 形式 做 个 样子 。,0
221,一句 话 ： 难看 看到 家 了 ！！ 唯唯 唯唯诺诺 诺诺 的 讲 ， 实在 胆小 胆小鬼 小鬼 ， 那么 何必 必要 拍 呢 ！！,0
222,原著 浓浓 浓浓的 迷幻 感 ， 硬是 拍出 了 土鳖 气 。（ 应该 找 加斯 加斯帕 · 诺 来 拍 ）,0
223,德国 德国人 国人 真的 是 这样 搞笑 的 么     还有     他们 长 的 真不 不好 好看 ！！,0
224,我 对 国产 国产片 是 次次 明知 失望 ， 都 还 忍不住 不住 看 ， 然后 还是 次次 失望 。 这种 感觉 这么 类似 呢,0
225,在 伦敦 看着 宣传 火爆 就 看 了 。 没有 看过 过电 电视 电视剧 ， 没有 有情 情怀 吧 。 所以 一般 。,0
226,四 郎 ？ 四 郎 ？ 四 郎 是 你 吗 ？ 你 回来 了 ？ 四 郎 你 怎么 不 叫 朕 嬛 嬛 了 ？,0
227,利 晴天 如果 不是 本色 出演 的话 也 太精彩 精彩 了 吧 。,0
228,不 建议 看 。 没 剧情 ， 吓人 人手 手段 老套 套到 让 人 发困 。 基本 基本上 看 了 前 一个 镜头 就 能 猜到 接下 接下来 下来 的 桥段 。,0
229,美国 又 一部 欺负 全世界 世界 人民 民智 智商 的 电影 ， 有种 编到 结尾 编 不下 下去 便 开始 拼凑 镜头 的 嫌疑 。,0
230,题材 是 猎奇 的 ， 手法 是 拙劣 的 。 导演 极速 的 拼凑 所谓 的 感人 元素 ， 忘 了 支撑 人物 ， 忘 了 推进 故事 。 总之 ， 很 差 。,0
231,没笑 出来 ， 浮夸 浮夸风 也 是 一种 风格 的话 ， 这 可以 五星 了,0
232,"蛋 疼 的 翻译 , 那年 年代 想出 这样 的 题材 也 不容 容易 . . 但是 都 花 在 君 男 美女 上来 , 怪物 效果 大大 折扣",0
233,看 的 人头 大 ， 整部 电影 中 充满 了 傻笑 和 冷场 。,0
234,舞蹈 不是 很 出彩 啊 。 为了 宝 儿 勾勾 手指 的 动作 加 一 星 。,0
235,枯燥 ， 观影 过程 程异 异常 痛苦 ， 几乎 睡 了 大半 大半个 半个 钟头,0
236,剧情 俗套 ， 男 主 杀 马 特 。 居然 有人 加 悬疑 标签 ？ 脑 容量 得 多 小 ？,0
237,烂 得 不行 ， 主人 主人公 的 性格 看着 恶心 。 见 过 最 烂 的 美式 喜剧 （？）。,0
238,5 分 ， 整个 节奏 比较 混乱 ， 特效 设计 难以 恭维,0
239,一群 人 围着 背景 电影 居然 可以 这么 投入 ， 我 还纳 纳闷 王 晶 怎么 会 沉浸 沉浸于 浸于 搞 这些 神经 神经质 的 桥段 ， 原来 是 韦 家 辉 的 。,0
240,东航 的 机上 娱乐 电影 资源 都 是 啥 片 啊 。。。。,0
241,牛 田 麻 希 15 岁 时 的 青春 春日 日记 ， 日本 女子 中学 的 真实 反映 。 漫画 水准 未知 ， 电影 够 残 。,0
242,和 其他 的 阿 满 一样 ， 主角 固执 、 简单 ， 甚至 有些 呆傻 ， 这些 似乎 是 高尚 道德 的 显性 表现 。 情节 也 是 一贯 的 简单 。,0
243,一秒 一秒钟 秒钟 纯情 男 变电 电锯 杀人 杀人狂 。 脸上 肉 都 没了 ， 喊起 喊起来 起来 还 这么 带劲 张 合 有度 ？,0
244,一 星 给 郑 恺 ， 看完 发现 发现自己 自己 真的 不 喜欢 倪 妮 。,0
245,有 收藏 电影 的 习惯 ， 但是 看完 这个 就 把 它 从 电脑 里 删了 。 书 很 好 ， 电影 却 很糟 ~,0
246,对 ， 我 看 了 这部 烂片 ， 烂 到 飞起 。 印度 版 的 《 神话 》。,0
247,实在 不 喜欢 邓 丽 欣 的 演技 ， 没办 办法 ， 其他 都还不 不错,0
248,毫无 毫无疑问 无疑 疑问 的 烂片 ！ 以 催泪 为 目的 的 催泪 片 ， 也 敢 说 感人 ？,0
249,搞 半天 也 没 搞出 什么 意思 ~ 其实 题材 还行 ， 但是 导演 功力 真心 很 差 ~,0
250,诶 。。 这 片子 06 年初 就 上映 了 么 ， 怎么 感觉 在 永华 没看 看过 多久 呢 . . . . 老 了 老 了 . . . .,0
251,为什么 什么 会 有 一个 这样 丑 而且 碍事 的 女主角 主角 ， 制片 制片方 怎么 想 的 。,0
252,男 主 不帅 ， 女 主 不 美 ， 剧情 无 新意 还 淫荡 ， 毫无 看点,0
253,挂羊头 挂羊头卖 挂羊头卖狗肉 羊头 卖狗肉 狗肉 ， 又臭又长 。 据说 是 在 追求 所谓 的 “ 内涵 ”？ 那 恐怕 我 这种 俗人 真不 懂得 欣赏 了 。,0
254,给 了 一个 完美 结局 ， 故事 确实 太假 ， 不过 还是 有点 教育 意义,0
255,又 是 梦 ！ 捏 气泡 纸 的 桥段 很妙 。 人 总 还是 会 被 同一 一块 块石 石头 绊倒 。 弯弯 小 清新 好累,0
256,回 加 飞机 机上 上百 百无聊赖 无聊 聊赖 看 的 片子 之一 ， 按 快 进 按 得 我 手 都 抽筋 了,0
257,导演 的 脑 洞 也 穿越 黑洞 了 。 不明 不明不白 不白 的 变异 ， 好像 成 了 90 ' 的 烂片 标志 之一 了 。,0
258,节奏 太慢 。 开头 觉得 氛围 很 末日 ， 看到 后面 则 完全 失去 了 耐心 。,0
259,女主角 主角 长 得 挺 好看 ， 但 乳房 太小 了 ， 情色 戏 摄影 不到 到位 。,0
260,完全 不可 不可理喻 理喻 的 一集 ， 各种 想 凸显 高大 上 的 没用 展示 ， 人物 人物性格 物性 性格 都 完全 出于 混乱 状 。 自娱 自娱自乐 自乐 。,0
261,我 去    ！ 志愿 志愿军 出场 真的 吓到 了 ！！！！ 简直 惊悚 呀 ！！！,0
262,又臭又长 。 神 犬 亮 了    。 本 斯蒂勒 蒂勒 和 亚当 桑德勒 德勒 我 永远 分不清,0
263,说实话 实话 ， 这 绝对 是 一部 粉丝 电影 。 我 猜 上映 后 5 分 没有 。,0
264,要不是 不是 为了 陈柏霖     我 犯得着 费 那个 时间 嘛     王 珞 丹 真是 恶心,0
265,部分 情节 还是 能 看 滴 ， 不然 就 一颗 星 了 ， 业余,0
266,武打 打动 动作 实在 实在太 太假 ， 我 就 知道 不能 一 看到 三个 能 打 的 女孩 就 幻想 想有 看 霹雳 霹雳娇娃 娇娃 的 兴奋 度 。 两颗 星 给 她们 的 性感,0
267,終 於 發 現 了 一部 自己 看 過 的 4 。 0 以下 的 爛 片,0
268,前面 鋪 陳 太久 了 ， 有 點 疲乏 想 睡 ， 男 的 帥 女 的 美 ， 看看 就 好 ， 因 為 一般 人 應 該 沒 有 那 麼 正 義 。,0
269,画面 那么 好看 那么 文艺 那么 梦幻 但是 他 妈 逼 这 故事 到底 讲 了 啥 ！ 囧 ！ 完全 没有 看 懂 ！,0
270,私人 订制 下成 这个     结果 我 还 看完 了 ，， 实在 是 无语     没什么 什么 好 说 的 了,0
271,_ (:з」∠) _     看完 会 胃痉挛 痉挛 ， 别 难为 自己 ， 人生 已经 够 艰难 了 ……,0
272,不关 你 是 抱 着 看 料理 的 愿望 还是 励志 ， 都 会 让 你 大失所望 失所 望 。 打发 时间 的 剧 而已 。,0
273,狗血 中 带 着 治愈 ， 妈妈 的 演技 和 结局 都 太 生硬 ， 但 能 重头 看到 尾 两 星 半,0
274,跟 ＜ 穆 赫 兰 道 ＞ 差 很多 ， 看到 一半 ， 后面 的 剧情 根本 就 不 吸引 我 了 ， 所以 即使 看到 结尾 ， 也 觉得 无聊 。,0
275,一场 闹剧 ， 又 不好 好笑 又 无 营养 ， 菊花 变成 向日葵,0
276,想 展现 女性 的 多元 情欲 和 男 主 活 好 ， 就 不要 在 性爱 过程 中 以 男性 阴茎 为 中心 ， 一点 都 没有 说服 说服力,0
277,完全 比不上 第一 第一部 一部 了 ， 吴彦祖 在 里面 气场 全面 下降,0
278,看 了 这个 ， 我 真心 觉得 还珠格格 格格 拍 的 好 深奥 啊 ！！！,0
279,凡 出现 脑 残 大本 大本营 营里 里面 任何 一位 的 电影 ， 必 属 烂片 ！！！,0
280,极端 自恋 下浮 浮躁 、 浅表 、 哗众 哗众取宠 取宠 的 叙事 ……,0
281,对白 太 没 营养     剧中 女演员 演员 清一色 一色 的 俗气     导演 想 表达 的 东西 没有 表达 好,0
282,这 海报 看起 看起来 起来 怎么 那么 别扭 ？ 嗯 ？ 头 大 脖子 短 ， 小孩 小孩子 孩子 的 身体 安 个 大人 的 头 ？,0
283,大 怪物 都 没出 出现 就 完 了 ！ 还 搞 那么 史诗 的 配乐 ！ 吓唬 谁 啊 。,0
284,戏剧 戏剧化 方式 呈现 的 老年 失意 生活 ， 剧作 基本 没有 真正 正出 出彩 的 地方 。★★,0
285,猫头 猫头鹰 的 造型 不算 讨 喜 ， 剧情 也 比较 俗套 ， 男 主 鸟 兄弟 反目 ， 很 像 太极 张三丰 三丰 里 的 君 宝 和 天宝 。,0
286,剧中 中所 所有 爱恨 情仇 都 莫名 莫名其妙 ！ 只是 ， 她 流泪 的 样子 很 像 她 .,0
287,标榜 惊悚 惊悚片 ， 但 真心 太 套路 ， 而且 气氛 做 的 也 不够 ， 唯一 一亮 亮点 是 超模 女 主 ， 没了 。。,0
288,因为 网上 的 小说 比较 火 ， 因此 下载 了 看 ， 但 很 后悔 ！ 真的 是 烂片,0
289,什么 垃圾 故事 ？ 你 把 我 童年 的 美好 回忆 都 给 毁 了,0
290,知道 你们 喜欢 黑暗 ， 但是 全程 乌 漆 墨黑 的 让 人 都 看不清 画面 ， 请问 是 想 闹 哪样,0
291,特地 特地来 给 圈钱 的 滥 片 打 一 星 。。。 幸亏 没有 我 费曼 和 吴 妈 。。。,0
292,这 套路 已经 没有 新意 ， 玩 烂 了 ， 片子 难看 看得 要死,0
293,不知 知道 讲 的 是 个 啥 啊 ， 唯一 的 看点 终于 看到 一 美 对着 比 他 矮 的 英国 男星 喷口 口水 了 。,0
294,原来 是 和 坎特 坎特伯雷 故事 一个 导演 ， 原来 原来如此 如此 ， 实在 看不下去 不下 下去,0
295,等待 一生 的 纯真 感情 、 和 妈妈 在 电影 电影院 影院 看得 略显 无聊 、 只是 刚刚 刚去 完 鸟巢 水立方 立方 方可 可以 温习 下 、,0
296,编剧 ， 导演 都 是 傻 的 吗 ？ 全片 没有 任何 逻辑 可言 ！,0
297,郑秀文 老 归 老 ， 气质 超 好 的 ！ 两个 那么 好 的 演员 要 谨慎 挑 电影 才 行 啊 ！,0
298,女 主 的 幻象 写 的 太多 了 吧 ， 结局 就 这样 完 了 ？ 比较 无聊 ， 情节 不跌 跌宕 跌宕起伏 起伏,0
299,已经 俗套 成 流水 流水账 电影 ， 该 哭 时 就 哭 ， 演技 的 突破 也 无法 为 电影 影带 带来 一点 惊艳 …,0
300,对 剧情 情真 没 啥 想法 ， 随便 看看 不要 脑子 记 镜头,0
301,续集 不好 拍 ， 因为 观众 的 期待 期待值 会 很 高 。 没有 进步 就是 退步 ， 在我看来 看来 几乎 毫无 笑 点 。 就 在 第三 第三集 三集 完 了 后 解脱 吧 。,0
302,除了 凯瑟 凯瑟琳     其余 没什么 什么 可看 的 ～    剧本 很烂 ～,0
303,能 再 幼稚 点 么 …… 枉 我 喜欢 赛车 才 来看 的 …… 结果 赛车 的 元素 也 搞 这么 烂,0
304,真是 不知 知道 你们 在 搞 什么 ， 王 宝 强 的 怎么 会 拍 这种 电影 。,0
305,1940 年代 的 智利 利物 物质 丰富 到 那种 种地 地步 的话 ， 您 就 别 咸 吃 萝卜 淡 操心 了,0
306,夏天 是 电影 中 一只 猫 的 名字 ， 猫 尾巴 ？ 自得 自得其乐 ？ 没有 看 懂,0
307,=   = 不知 知道 为 咩 ， 总觉 觉得 玩具 会动 好 恐怖 啊 。 而且 …… 眼神 猥琐 。← 童趣 已经 死光 死光光 光光 了 。,0
